wl_calc,spectrum_peak_nm_fit
1543.5721968282069,1543.4572708370479
1543.572696828207,1543.4579497628729
1543.573196828207,1543.4586285410758
1543.5736968282072,1543.459307171524
1543.5741968282073,1543.4599856540865
1543.5746968282074,1543.460663988631
1543.5751968282075,1543.4613421750269
1543.5756968282076,1543.4620202131412
1543.5761968282077,1543.462698102843
1543.5766968282078,1543.4633758440011
1543.577196828208,1543.464053436483
1543.577696828208,1543.4647308801573
1543.578196828208,1543.4654081748922
1543.5786968282082,1543.4660853205564
1543.5791968282083,1543.4667623170183
1543.5796968282084,1543.4674391641458
1543.5801968282085,1543.4681158618075
1543.5806968282086,1543.4687924098719
1543.5811968282087,1543.469468808207
1543.5816968282088,1543.4701450566813
1543.582196828209,1543.4708211551635
1543.582696828209,1543.4714971035212
1543.583196828209,1543.4721729016233
1543.5836968282092,1543.4728485493376
1543.5841968282093,1543.4735240465336
1543.5846968282094,1543.4741993930786
1543.5851968282095,1543.474874588841
1543.5856968282096,1543.4755496336898
1543.5861968282097,1543.4762245274921
1543.5866968282098,1543.4768992701179
1543.58719682821,1543.4775738614342
1543.58769682821,1543.4782483013105
1543.5881968282101,1543.4789225896138
1543.5886968282102,1543.4795967262137
1543.5891968282103,1543.480270710978
1543.5896968282104,1543.4809445437745
1543.5901968282105,1543.4816182244726
1543.5906968282106,1543.48229175294
1543.5911968282107,1543.482965129045
1543.5916968282108,1543.4836383526563
1543.592196828211,1543.4843114236423
1543.592696828211,1543.4849843418708
1543.5931968282111,1543.48565710721
1543.5936968282113,1543.4863297195295
1543.5941968282114,1543.4870021786967
1543.5946968282115,1543.4876744845794
1543.5951968282116,1543.4883466370475
1543.5956968282117,1543.4890186359678
1543.5961968282118,1543.4896904812101
1543.5966968282119,1543.4903621726414
1543.597196828212,1543.4910337101308
1543.597696828212,1543.4917050935467
1543.5981968282122,1543.4923763227566
1543.5986968282123,1543.49304739763
1543.5991968282124,1543.4937183180346
1543.5996968282125,1543.4943890838385
1543.6001968282126,1543.4950596949107
1543.6006968282127,1543.4957301511192
1543.6011968282128,1543.4964004523329
1543.6016968282129,1543.497070598419
1543.602196828213,1543.4977405892466
1543.602696828213,1543.4984104246842
1543.6031968282132,1543.4990801045994
1543.6036968282133,1543.499749628861
1543.6041968282134,1543.5004189973379
1543.6046968282135,1543.5010882098975
1543.6051968282136,1543.5017572664087
1543.6056968282137,1543.5024261667395
1543.6061968282138,1543.5030949107586
1543.606696828214,1543.503763498334
1543.607196828214,1543.5044319293347
1543.607696828214,1543.505100203628
1543.6081968282142,1543.505768321083
1543.6086968282143,1543.5064362815679
1543.6091968282144,1543.5071040849512
1543.6096968282145,1543.5077717311008
1543.6101968282146,1543.5084392198858
1543.6106968282147,1543.5091065511733
1543.6111968282148,1543.5097737248327
1543.611696828215,1543.5104407407323
1543.612196828215,1543.51110759874
1543.6126968282151,1543.5117742987243
1543.6131968282152,1543.5124408405534
1543.6136968282153,1543.5131072240963
1543.6141968282154,1543.5137734492207
1543.6146968282155,1543.5144395157947
1543.6151968282156,1543.5151054236871
1543.6156968282157,1543.5157711727663
1543.6161968282158,1543.516436762901
1543.616696828216,1543.5171021939589
1543.617196828216,1543.5177674658084
1543.6176968282161,1543.518432578318
1543.6181968282162,1543.519097531356
1543.6186968282163,1543.519762324791
1543.6191968282164,1543.5204269584908
1543.6196968282165,1543.5210914323243
1543.6201968282166,1543.5217557461592
1543.6206968282168,1543.5224198998646
1543.6211968282169,1543.5230838933087
1543.621696828217,1543.5237477263593
1543.622196828217,1543.5244113988854
1543.6226968282172,1543.5250749107543
